ID,Title,Runtime,Rating,Votes,MPAA,ReleaseDate,Year,Month,Day,Budget,Opening Weekend,Cumulative Gross,IsDc,IsMarvel,Cast1,Cast2,Cast3,Cast4,Cast5,Director1,Director2,Director3,Director4,Director5,Producer1,Producer2,Producer3,Producer4,Producer5,Company1,Company2,Company3,Company4,Company5
103923,Captain America,97,3.2,10444,PG-13,12/14/1990 0:00,1990,12,14,10000000,,,,1,Matt Salinger,Ronny Cox,Ned Beatty,Darren McGavin,Michael Nouri,Albert Pyun,,,,,Joseph Calamari,Menahem Golan,Tom Karnowski,Stan Lee,Stephen Tolkin,21st Century Film Corporation,Marvel Enterprises,Jadran Film,,
305206,American Splendor,101,7.4,45890,TV-MA::(TV rating),1/20/2003 0:00,2003,1,20,,159705,,,,Chris Ambrose,Joey Krajcar,Josh Hutcherson,Cameron Carter,Daniel Tay,Shari Springer Berman,Robert Pulcini,,,,Declan Baldwin,Ted Hope,Julia King,Christine K. Walker,,Good Machine,Dark Horse Entertainment,,,
7451284,Batman Ninja,85,5.6,14723,PG-13,3/24/2018 0:00,2018,3,24,,,,1,,Kôichi Yamadera,Wataru Takagi,Ai Kakuma,Rie Kugimiya,Atsuko Tanaka,Junpei Mizusaki,,,,,Leo Chu,Kamikaze Douga,Eric Garcia,Benjamin Melniker,Tetsuro Satomi,DC Comics,DC Entertainment,Kamikaze Douga,Warner Bros. Animation,
65832,Hercules in New York,91,3.3,16112,G,2/25/1970 0:00,1970,2,25,,,,,,Arnold Stang,Arnold Schwarzenegger,Deborah Loomis,James Karen,Ernest Graves,Arthur Allan Seidelman,,,,,Lewis G. Chapin Jr.,Willard W. Goodman,Murray M. Kaplan,Aubrey Wisberg,,Filmpartners,RAF Industries,,,
3672742,Turbo Kid,93,6.7,24321,Not Rated,1/26/2015 0:00,2015,1,26,,,,,,Munro Chambers,Laurence Leboeuf,Michael Ironside,Edwin Wright,Aaron Jeffery,François Simard,Anouk Whissell,Yoann-Karl Whissell,,,Benoit Beaulieu,Shaked Berenson,Jason Eisener,Patrick Ewald,Jean-François Ferland,EMA Films,Epic Pictures Group,Timpson Films,,
7167630,Batman: Gotham by Gaslight,78,6.7,11165,R,1/12/2018 0:00,2018,1,12,,,,1,,Bruce Greenwood,Jennifer Carpenter,Chris Cox,John DiMaggio,David Forseth,Sam Liu,,,,,Alan Burnett,Kohei Kenmotsu,Sam Liu,Matthew Mahoney,Amy McKenna,DC Entertainment,,,,
465624,My Super Ex-Girlfriend,96,5.1,59636,PG-13,7/20/2006 0:00,2006,7,20,30000000,8603460,60896147,,,Uma Thurman,Luke Wilson,Anna Faris,Rainn Wilson,Eddie Izzard,Ivan Reitman,,,,,Bill Carraro,Arnon Milchan,Gavin Polone,,,Regency Enterprises,Pariah,New Regency Pictures,S E Productions Inc.,
1472584,Max Steel,92,4.6,17151,PG-13,10/13/2016 0:00,2016,10,13,10000000,,6272403,,,Ben Winchell,Josh Brener,Maria Bello,Andy Garcia,Ana Villafañe,Stewart Hendler,,,,,Charlie Cohen,Emerson McLean Davis,Megan Ellstrom,Kris Fogel,David Grace,Dolphin Entertainment,Ingenious Media,Mattel Entertainment,Open Road Films,Playground Productions
115986,The Crow: City of Angels,84,4.7,18230,R,8/30/1996 0:00,1996,8,30,13000000,9785111,7500000,,,Vincent Perez,Mia Kirshner,Richard Brooks,Iggy Pop,Thomas Jane,Tim Pope,,,,,Alessandro Camon,Jeff Conner,Michael Flynn,Jeff Most,Edward R. Pressman,Bad Bird Productions,Dimension Films,Jeff Most Productions,Miramax,
8752474,Justice League vs the Fatal Five,77,6.5,4862,PG-13,3/29/2019 0:00,2019,3,29,,,,,,Elyes Gabel,Diane Guerrero,Kevin Conroy,Susan Eisenberg,George Newbern,Sam Liu,,,,,Alan Burnett,Hyunjung Kim,James Krieg,Sam Liu,Matthew Mahoney,Warner Bros. Animation,,,,
383060,Zoom,83,4.3,17505,PG,8/11/2006 0:00,2006,8,11,35000000,4510408,,,,Tim Allen,Courteney Cox,Chevy Chase,Spencer Breslin,Kevin Zegers,Peter Hewitt,,,,,Joseph Boccia,Trevor Engelson,Todd Garner,Neil A. Machlis,Nick Osborne,Revolution Studios,Team Todd,Boxing Cat Films,Underground,Revolution Leaf Productions
375568,Astro Boy,94,6.3,31051,PG,10/5/2009 0:00,2009,10,5,65000000,,,,,Charlize Theron,Freddie Highmore,Ryan Stiles,Eugene Levy,Nicolas Cage,David Bowers,,,,,Pilar Flynn,Maryann Garger,Francis Kao,Cecil Kramer,Ken Tsumura,Imagi Animation Studios,Imagi Crystal,Tezuka Productions,,
107563,The Meteor Man,100,5.2,7291,PG,8/6/1993 0:00,1993,8,6,30000000,,,,,Robert Townsend,Marla Gibbs,Eddie Griffin,Robert Guillaume,James Earl Jones,Robert Townsend,,,,,Christopher Homes,Loretha C. Jones,Robert Townsend,,,Metro-Goldwyn-Mayer,Tinsel Townsend,,,
6556890,Batman and Harley Quinn,74,5.9,9732,PG-13,7/21/2017 0:00,2017,7,21,3500000,,39091,1,,Kevin Conroy,Melissa Rauch,Paget Brewster,Loren Lester,Kevin Michael Richardson,Sam Liu,,,,,Alan Burnett,Matthew Mahoney,Amy McKenna,Benjamin Melniker,Sam Register,DC Entertainment,Warner Bros. Animation,,,
7689964,RBG,98,7.5,8804,PG,1/21/2018 0:00,2018,1,21,,578470,,,,Ruth Bader Ginsburg,Ann Kittner,Harryette Helsel,Nina Totenberg,Martin D. Ginsburg,Julie Cohen,Betsy West,,,,Julie Cohen,Amy Entelis,Alexandra Hannibal,Nadine Natour,Courtney Sexton,CNN Films,Storyville Films,Better Than Fiction Productions,Participant,
109770,The Fantastic Four,90,3.8,4585,PG,5/31/1994 0:00,1994,5,31,1000000,,,,,Alex Hyde-White,Jay Underwood,Rebecca Staab,Michael Bailey Smith,Ian Trigger,Oley Sassone,,,,,Roger Corman,Bernd Eichinger,Glenn Garland,Jan Kikumoto,Steven Rabiner,New Horizons,Constantin Film,,,
353324,The Crow: Wicked Prayer,99,3,7928,R,6/3/2005 0:00,2005,6,3,,,,,,Yuji Okumoto,Marcus Chong,Tito Ortiz,Tara Reid,David Boreanaz,Lance Mungia,,,,,Stephen Belafonte,Blanca Camacho,L.M. Kit Carson,Beau J. Genot,Daymond John,Dimension Films,Edward R. Pressman Film,Jeff Most Productions,Fubu Films,
270846,Superbabies: Baby Geniuses 2,88,1.9,29145,PG,8/27/2004 0:00,2004,8,27,20000000,,,,,Jon Voight,Scott Baio,Vanessa Angel,Skyler Shaye,Justin Chatwin,Bob Clark,,,,,Jodea Bloomfield,Eric M. Breiman,Jan Fantl,Reinhild Gräber,Frank Hübner,ApolloMedia Distribution,Crystal Sky Worldwide,Hador BG2 Productions Ltd.,,
108308,Teenage Mutant Ninja Turtles III,96,4.8,29058,PG,3/19/1993 0:00,1993,3,19,17000000,,,,,Elias Koteas,Paige Turco,Stuart Wilson,Sab Shimono,Vivian Wu,Stuart Gillard,,,,,David Chan,Raymond Chow,Roberta Chow,Kim Dawson,Terry Morse Jr.,Golden Harvest Company,Clearwater Holdings,,,
245803,Bulletproof Monk,104,5.5,46252,PG-13,4/16/2003 0:00,2003,4,16,52000000,8653542,13960630,,,Yun-Fat Chow,Seann William Scott,Jaime King,Karel Roden,Victoria Smurfit,Paul Hunter,,,,,Terence Chang,Gotham Chopra,Alan Glazer,Robert K. Lambert,Caroline Macaulay,Metro-Goldwyn-Mayer (MGM),Lakeshore Entertainment,Mosaic Media Group,Lion Rock Productions,Flypaper Press
7218518,Padman,140,8,16843,PG-13,2/9/2018 0:00,2018,2,9,,,,,,Akshay Kumar,Radhika Apte,Sonam Kapoor,Jyoti Subhash,Urmila Mahanta,R. Balki,,,,,Jiten Nand Kishor Arora,Harsh Dave,Shailesh Gupta,Twinkle Khanna,Anil Naidu,Mrs Funnybones Movies,Hope Productions,KriArj Entertainment,Cape of Good Films,Columbia Pictures
467110,Underdog,84,4.7,18517,PG,8/3/2007 0:00,2007,8,3,,11585121,,,,Jason Lee,Peter Dinklage,Jim Belushi,Patrick Warburton,Alex Neuberger,Frederik Du Chau,,,,,Todd Arnow,Gary Barber,Roger Birnbaum,Eric Ellenbogen,Jonathan Glickman,Have No Fear Productions,Walt Disney Pictures,Maverick Film Company,Classic Media,Spyglass Entertainment
120207,Steel,97,2.8,10325,PG-13,8/15/1997 0:00,1997,8,15,16000000,870068,,1,,Shaquille O'Neal,Annabeth Gish,Judd Nelson,Richard Roundtree,Irma P. Hall,Kenneth Johnson,,,,,Mark Allan,Leonard Armato,Bruce Binkow,Quincy Jones,Shaquille O'Neal,DC Entertainment,Quincy Jones-David Salzman Entertainment,Warner Bros.,,
437405,Paper Man,110,6.6,17483,R,6/15/2009 0:00,2009,6,15,,8613,,,,Lisa Kudrow,Jeff Daniels,Ryan Reynolds,Emma Stone,Kieran Culkin,Kieran Mulroney,Michele Mulroney,,,,Guymon Casady,Dan Fireman,Darin Friedman,Richard N. Gladstein,Ara Katz,Artfire Films,Entertainment 360,FilmColony,Fireman Capital Partners,Paper Man Productions
1029231,Krrish 3,152,5.2,19182,Not Rated,10/31/2013 0:00,2013,10,31,1150000000,,,,,Hrithik Roshan,Vivek Oberoi,Priyanka Chopra,Kangana Ranaut,Arif Zakaria,Rakesh Roshan,,,,,Rengarajan Jaiprakash,Rakesh Roshan,Sunaina Roshan,Shammi Saini,,Film Kraft,Redchillies.VFX,,,
258038,Pootie Tang,81,5.3,12934,PG-13,6/29/2001 0:00,2001,6,29,7000000,1506233,,,,Lance Crouther,J.B. Smoove,Jennifer Coolidge,Reg E. Cathey,Robert Vaughn,Louis C.K.,,,,,Dave Becky,Blair Breard,Louis C.K.,Caldecot Chubb,Sean Daniel,Paramount Pictures,MTV Films,Chris Rock Entertainment,Alphaville Films,3 Arts Entertainment
235608,The Batwoman,80,4.6,228,,3/28/1968 0:00,1968,3,28,,,,,,Maura Monti,Roberto Cañedo,Héctor Godoy,David Silva,Crox Alvarado,René Cardona,,,,,Guillermo Calderón,,,,,Cinematográfica Calderón S.A.,,,,
3881026,Rendel: Dark Vengeance,105,4.7,1292,Not Rated,9/6/2017 0:00,2017,9,6,1450000,,,,,Kristofer Gummerus,Rami Rusinen,Renne Korppila,Matti Onnismaa,Johnny Vivash,Jesse Haaja,,,,,Michael Artiles,Alan Björk,Kainuu Vocational College,Trevor Doyle,Jesse Haaja,Black Lion Pictures,Frozen Flame Pictures,Bad Beaver Productions,Haaja & Arwo Design,
7946836,Animal World,132,6.5,2704,Not Rated,6/28/2018 0:00,2018,6,28,,,,,,Yifeng Li,Dongyu Zhou,Michael Douglas,Bingkun Cao,Eric Heise,Yan Han,,,,,Yedda Zhixi Chen,Ying Wan,Sixie Yin,,,Beijing Ruyi Xinxin Film Investment,Shanghai Ruyi Entertainment Co.,Beijing Enlight Pictures,Tencent,Gravity Pictures
132910,The Crow: Salvation,102,4.9,10312,R,1/23/2000 0:00,2000,1,23,10000000,,,,,Kirsten Dunst,William Atherton,Debbie Fan,Eric Mabius,Grant Shaud,Bharat Nalluri,,,,,Moritz Borman,Alessandro Camon,Matt Greenberg,Russell D. Markowitz,Carrie Morrow,Edward R. Pressman Film,Fallen Bird Productions Inc.,IMF Internationale Medien und Film GmbH & Co. Produktions KG,Jeff Most Productions,Pacifica Film Distribution
5235880,A Flying Jatt,151,3.2,3116,Not Rated,8/25/2016 0:00,2016,8,25,,,,,,Tiger Shroff,Jacqueline Fernandez,Nathan Jones,Kay Kay Menon,Mukesh Hariawala,Remo D'Souza,,,,,Tanveer Bookwala,Lizelle Dsouza,Aman Gill,Ekta Kapoor,Shobha Kapoor,Balaji Motion Pictures,,,,
4475970,Power Rangers,14,7.8,3064,Not Rated,2/23/2015 0:00,2015,2,23,,,,,,Katee Sackhoff,James Van Der Beek,Russ Bain,Will Yun Lee,Gichi Gamba,Joseph Kahn,,,,,Renn Brown,Jil Hardin,David Kang,Michael S. Kim,Catherine Palmer,Adishankarbrand,,,,
120479,Warriors of Virtue,101,4.7,2676,PG::(MPAA # 35068),5/2/1997 0:00,1997,5,2,35000000,3277084,,,,Angus Macfadyen,Mario Yedidia,Marley Shelton,Chao Li Chi,Jack Tate,Ronny Yu,,,,,Yoram Barzilai,Ogden Gavanski,Lyle Howry,Hong-An Jin,Chris Law,China Film Co-Production Corporation,IJL Creations,Law Brothers Entertainment,,
82648,The Legend of the Lone Ranger,98,5.1,1680,PG,5/22/1981 0:00,1981,5,22,18000000,2945600,,,,Klinton Spilsbury,Michael Horse,Christopher Lloyd,Matt Clark,Juanin Clay,William A. Fraker,,,,,Walter Coblenz,Dick Gallegly,Lew Grade,Martin Starger,Jack Wrather,Eaves Movie Ranch,Incorporated Television Company,Wrather Productions,,
432637,Krrish,185,6.3,16414,Not Rated,6/23/2006 0:00,2006,6,23,10000000,,,,,Rekha,Hrithik Roshan,Priyanka Chopra,Sharat Saxena,Puneet Issar,Rakesh Roshan,,,,,Rakesh Roshan,,,,,Film Kraft,,,,
6890582,Psychokinesis,101,5.9,3382,TV-MA,1/31/2018 0:00,2018,1,31,,,,,,Seung-ryong Ryu,Eun-kyung Shim,Jung-min Park,Yu-mi Jung,Yeong-gi Jeong,Sang-ho Yeon,,,,,Yeon-ho Kim,,,,,Movic Comics,Next Entertainment World,RedPeter Film,,
33317,Adventures of Captain Marvel,216,7.2,1000,Passed::(National Board of Review),3/28/1941 0:00,1941,3,28,138588,,,,,Tom Tyler,Frank Coghlan Jr.,William 'Billy' Benedict,Louise Currie,Robert Strange,John English,William Witney,,,,Hiram S. Brown Jr.,,,,,Republic Pictures,,,,
5973626,Batman: Return of the Caped Crusaders,78,6.8,4158,PG,10/6/2016 0:00,2016,10,6,3500000,,56711,1,,Adam West,Burt Ward,Julie Newmar,Jeff Bergman,Sirena Irwin,Rick Morales,,,,,Michael Jelenic,Amy McKenna,Benjamin Melniker,Sam Register,James Tucker,Warner Bros. Animation,DC Entertainment,,,
3775086,They Call Me Jeeg,112,7.1,11624,,10/17/2015 0:00,2015,10,17,1700000,,,,,Claudio Santamaria,Luca Marinelli,Ilenia Pastorelli,Stefano Ambrogi,Maurizio Tesei,Gabriele Mainetti,,,,,Gabriele Mainetti,Jacopo Saraceni,,,,Goon Films,Rai Cinema,Ministero dei Beni e delle Attività Culturali e del Turismo (MiBACT),Regione Lazio,
120389,Turbo: A Power Rangers Movie,99,3.6,7764,PG,3/28/1997 0:00,1997,3,28,8000000,3301135,9615840,,,Jon Simanton,Kai Doi,Greg Collins,Steve Cardenas,Jason David Frank,Shuki Levy,David Winning,,,,Jimmy Kent,Shuki Levy,Tony Oliver,Haim Saban,Jonathan Tzachor,Twentieth Century Fox,Saban Entertainment,Toei Company,,
83366,Zorro: The Gay Blade,93,6.2,3776,PG,7/17/1981 0:00,1981,7,17,,,,,,George Hamilton,Lauren Hutton,Brenda Vaccaro,Ron Leibman,Donovan Scott,Peter Medak,,,,,Greg Alt,C.O. Erickson,George Hamilton,Don Moriarty,Melvin Simon,Melvin Simon Productions,,,,
212879,Citizen Toxie: The Toxic Avenger IV,109,6.2,4851,R,10/8/2000 0:00,2000,10,8,500000,,,,,David Mattey,Clyde Lewis,Heidi Sjursen,Paul Kyrmse,Joe Fleishaker,Lloyd Kaufman,,,,,Patrick Cassidy,James Coleman,Jonathan Foster,Trent Haaga,Michael Herz,Cineguild Entertainment Group,Troma Entertainment,,,
1562871,Ra.One,156,4.6,36071,Not Rated,10/24/2011 0:00,2011,10,24,24000000,,35911689,,,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Shahana Goswami,Atul Sharma,Anubhav Sinha,,,,,Dilip Borkar,Sanjiv Chawla,Swapna David,Tim Dennison,Andrew Heffernan,Red Chillies Entertainment,Eros International,Prana Studios,Prime Focus,Prime Focus
82199,Condorman,90,5.7,4270,PG,7/2/1981 0:00,1981,7,2,,,,,,Michael Crawford,Oliver Reed,Barbara Carrera,James Hampton,Jean-Pierre Kalfon,Charles Jarrott,,,,,Hugh Attwooll,Ron Miller,Jan Williams,,,Walt Disney Productions,,,,
82924,Super Fuzz,97,6.4,6175,PG,9/18/1980 0:00,1980,9,18,,,,,,Terence Hill,Ernest Borgnine,Joanne Dru,Marc Lawrence,Julie Gordon,Sergio Corbucci,,,,,Vittorio Galiano,Josi W. Konski,,,,El Pico S.A.,TVI,Transcinema,,
142242,Dragon Ball Z: Broly - The Legendary Super Saiyan,72,7.5,8766,TV-PG,3/6/1993 0:00,1993,3,6,,,1906509,,,Bin Shimada,Masako Nozawa,Ryô Horikawa,Iemasa Kayumi,Takeshi Kusao,Shigeyasu Yamauchi,,,,,Tomio Anzai,Gen Fukunaga,Chiaki Imada,,,Bird Studios,Toei Animation,Toei Doga,,
109288,Blankman,92,5,8731,PG-13,8/19/1994 0:00,1994,8,19,30000000,3715480,,,,Damon Wayans,David Alan Grier,Robin Givens,Christopher Lawford,Lynne Thigpen,Mike Binder,,,,,Jack Binder,Tracy Carness,C.O. Erickson,Eric L. Gold,Damon Wayans,Columbia Pictures,Wife 'n' Kids,,,
115693,Black Mask,99,6.1,10563,R,11/9/1996 0:00,1996,11,9,,,,,,Jet Li,Ching Wan Lau,Karen Mok,Françoise Yip,Kong Lung,Daniel Lee,,,,,Teddy Chan,Tiffany Chen,Hark Tsui,,,Distant Horizon,Film Workshop,Win's Entertainment Ltd.,,
35665,Batman,260,6.4,1702,Approved,7/16/1943 0:00,1943,7,16,,,,,,Lewis Wilson,Douglas Croft,J. Carrol Naish,Shirley Patterson,Frank Austin,Lambert Hillyer,,,,,Rudolph C. Flothow,,,,,Columbia Pictures,,,,
4110388,Superlopez,108,5.3,2171,,10/11/2018 0:00,2018,10,11,7300000,,,,,Dani Rovira,Alexandra Jiménez,Julián López,Maribel Verdú,Pedro Casablanc,Javier Ruiz Caldera,,,,,Álvaro Augustin,Ghislain Barrois,Ricardo Marco Budé,Rafael López Manzanara,Paloma Molina,"Gran Superproducción, La",Mediaset España,Mogambo,Movistar+,Telecinco Cinema
4664384,Shamelessly She-Hulk,90,7,26,,5/10/2009 0:00,2009,5,10,10000,,,,,Kierstyn Elrod,Lesley Youngblood,John Nania,David Pintado,Mike Muscat,Garrett Gilchrist,,,,,Garrett Gilchrist,Jason Waters,,,,Orange Cow Productions,,,,
98503,The Toxic Avenger Part II,102,5.1,5727,R,2/24/1989 0:00,1989,2,24,2300000,28950,,,,Ron Fazio,John Altamura,Phoebe Legere,Rick Collins,Rikiya Yasuoka,Michael Herz,Lloyd Kaufman,,,,Michael Herz,Lloyd Kaufman,Jeffrey W. Sass,,,Lorimar Film Entertainment,Troma Entertainment,,,
1509803,Griff the Invisible,90,6.1,4538,PG-13,9/10/2010 0:00,2010,9,10,,,,,,Ryan Kwanten,Maeve Dermody,Patrick Brammall,Toby Schmitz,Marshall Napier,Leon Ford,,,,,Jan Chapman,Scott Meek,Belinda Mravicic,Nicole O'Donohue,,Green Park Pictures,Screen Australia,,,
1303828,Defendor,101,6.8,34461,R,9/12/2009 0:00,2009,9,12,3500000,,,,,Woody Harrelson,Elias Koteas,Michael Kelly,Sandra Oh,Kat Dennings,Peter Stebbings,,,,,Tim Brown,Sean Buckley,Joel Burch,Leah Jaunzems,John N. Kozman,Insight Film Releasing,Alliance,Darius Films,BUCK Productions,Téléfilm Canada
47840,Artists and Models,109,6.6,3186,Approved,11/7/1955 0:00,1955,11,7,1500000,,,,,Dean Martin,Jerry Lewis,Shirley MacLaine,Dorothy Malone,Eddie Mayehoff,Frank Tashlin,,,,,Paul Nathan,Hal B. Wallis,,,,Wallis-Hazen,,,,
290747,Man-Thing,97,4,5662,R,4/21/2005 0:00,2005,4,21,30000000,,,,1,Matthew Le Nevez,Rachael Taylor,Jack Thompson,Rawiri Paratene,Alex O'Loughlin,Brett Leonard,,,,,Ari Arad,Avi Arad,James Coyne,Gimel Everett,Kevin Feige,Lions Gate Films,Artisan Entertainment,Marvel Enterprises,Fierce Entertainment,Screenland Movieworld GmbH
109965,Guyver: Dark Hero,127,6,2951,R,4/20/1994 0:00,1994,4,20,900000,,,,,David Hayter,Kathy Christopherson,Bruno Patrick,Christopher Michael,Stuart Weiss,Steve Wang,,,,,Ray Cecire,Ken Iyadomi,Hirohiko Sueyoshi,Yutaka Wada,Steve Wang,Biomorphs Inc.,,,,
108148,Iron Monkey,90,7.5,14773,PG-13,9/3/1993 0:00,1993,9,3,11000000,,,,,Rongguang Yu,Donnie Yen,Jean Wang,Sze-Man Tsang,Shun-Yee Yuen,Woo-Ping Yuen,,,,,Quentin Tarantino,Hark Tsui,,,,Film Workshop,Golden Harvest Company,Long Shong Pictures,Paragon Films Ltd.,
104115,Doctor Mordrid,74,5.6,1204,R,9/24/1992 0:00,1992,9,24,2000000,,,,,Jeffrey Combs,Yvette Nipar,Jay Acovone,Keith Coulouris,Ritch Brinkley,Albert Band,Charles Band,,,,Charles Band,Keith Payson,,,,Full Moon Entertainment,,,,
181836,The Specials,82,5.8,2118,R,9/18/2000 0:00,2000,9,18,1000000,10131,,,,Jordan Ladd,Rob Lowe,Jamie Kennedy,Mike Schwartz,Thomas Haden Church,Craig Mazin,,,,,Mark A. Altman,Dan Bates,Ellie Cornell,Mark Gottwald,James Gunn,Brillstein-Grey Entertainment,Mindfire Entertainment,,,
1995341,It's a Disaster,88,6.4,9678,R,6/20/2012 0:00,2012,6,20,500000,15305,,,,Rachel Boston,Kevin M. Brennan,David Cross,America Ferrera,Jeff Grace,Todd Berger,,,,,Laura Adkin,Molly Christie Benson,Gordon Bijelonic,Kevin M. Brennan,Jesse Draper,Vacationeer Productions,Attainment Media Group,ARM Entertainment,Gordon Bijelonic / Datari Turner Films,Midwinter Studios
41162,Batman and Robin,263,6.1,1495,Approved::(-13685),5/26/1949 0:00,1949,5,26,,,,,,Robert Lowery,Johnny Duncan,Jane Adams,Lyle Talbot,Ralph Graves,Spencer Gordon Bennet,,,,,Sam Katzman,,,,,Sam Katzman Productions,,,,
5089786,100 metros,108,7.5,4016,,11/4/2016 0:00,2016,11,4,2400000,,,,,Dani Rovira,Karra Elejalde,Alexandra Jiménez,David Verdaguer,Clara Segura,Marcel Barrena,,,,,Laura Fernández Brites,Alina Constanso,Carlos Fernández,Adrià Monés,Tino Navarro,Castelao Pictures,Cien Metros La Película,Filmax,MGN Filmes,Movistar+
1456661,Legend of the Fist: The Return of Chen Zhen,106,6.3,9299,R,9/1/2010 0:00,2010,9,1,,,,,,Donnie Yen,Qi Shu,Anthony Chau-Sang Wong,Bo Huang,Ryu Kohata,Andrew Lau Wai-Keung,,,,,Gordon Chan,Ellen Chang,Paul Cheng,Siu Kin Cheung,Man Kei Chin,Media Asia Films,Beijing Enlight Pictures,Shanghai Film Media Asia,Basic Pictures,
7578566,Scooby-Doo & Batman: The Brave and the Bold,75,6.6,1153,Not Rated,1/9/2018 0:00,2018,1,9,,,,1,,Frank Welker,Grey Griffin,Matthew Lillard,Diedrich Bader,Kate Micucci,Jake Castorena,,,,,Michael Jelenic,Matthew Mahoney,Amy McKenna,Benjamin Melniker,Sam Register,DC Entertainment,Hanna-Barbera Productions,Warner Bros. Animation,,
120478,Star Kid,101,5.3,2309,PG,11/13/1997 0:00,1997,11,13,12000000,3033609,,,,Joseph Mazzello,Joey Simmrin,Alex Daniels,Arthur Burghardt,Brian Simpson,Manny Coto,,,,,Mark Amin,Andrew Hersh,Jennie Lew Tugend,Russell D. Markowitz,Jonathon Komack Martin,JLT Productions,Trimark Pictures,,,
3771536,Shivaay,153,6.2,9116,Not Rated,10/27/2016 0:00,2016,10,27,,,,,,Ajay Devgn,Abigail Eames,Erika Kaar,Sayyeshaa Saigal,Vir Das,Ajay Devgn,,,,,Rajeev Acharya,Anjali Bhushan,Anil Davda,Ajay Devgn,Dhaval Gada,NH Studioz,,,,
112942,Electra,87,3.3,793,R,5/21/1996 0:00,1996,5,21,1000000,,,,,Shannon Tweed,Joe Tabb,Sten Eirik,Katie Griffin,Lara Daans,Julian Grant,,,,,Ashok Amritraj,Nadia Day,John Gillespie,Helder Goncalves,Julian Grant,Electra Film Productions Inc.,New City Releasing,,,
452039,Mind Game,103,7.8,7578,TV-MA::(cable rating),7/28/2004 0:00,2004,7,28,,,,,,Kôji Imada,Sayaka Maeda,Takashi Fujii,Seiko Takuma,Tomomitsu Yamaguchi,Masaaki Yuasa,Kôji Morimoto,,,,Michael Arias,Rika Hatakeda,Takaaki Kusaka,Munetoshi Matsuo,Tamotsu Shiina,Studio 4°C,Asmik Ace Entertainment,Beyond C.,Mind Game Project,Rentrack Japan Co. Ltd.
289408,The Powerpuff Girls Movie,73,6.5,8839,PG,6/22/2002 0:00,2002,6,22,11000000,3583114,,,,Cathy Cavadini,Tara Strong,Elizabeth Daily,Roger Jackson,Tom Kane,Craig McCracken,,,,,Donna Castricone,Mike Lazzo,Craig McCracken,Brian A. Miller,Mark Norman,Cartoon Network Studios,Cartoon Network,,,
374526,Batman: Dead End,8,7.4,5759,Not Rated,7/19/2003 0:00,2003,7,19,30000,,,,,Clark Bartram,Andrew Koenig,Kurt Carley,Jake McKinnon,Dragon Dronet,Sandy Collora,,,,,Ron Brinkmann,Sandy Collora,Daren Hicks,Larry Serraino,Simon Tams,Montauk Films,Level 7,NBV Productions,,
112519,Black Scorpion,92,4.7,960,R,8/22/1995 0:00,1995,8,22,,,,,,Ashley Peldon,Rick Rossovich,Michael Wiseman,Bradford Tatum,Casey Siemaszko,Jonathan Winfrey,,,,,Roger Corman,Mike Elliott,Lance H. Robbins,,,Concorde-New Horizons,Showtime Networks,,,
36697,Captain America,244,5.5,716,Approved,2/5/1944 0:00,1944,2,5,222906,,,,,Dick Purcell,Lorna Gray,Lionel Atwill,Charles Trowbridge,Russell Hicks,Elmer Clifton,John English,,,,William J. O'Sullivan,,,,,Republic Pictures,,,,
80863,Hero at Large,98,6,1278,PG,2/8/1980 0:00,1980,2,8,,,,,,John Ritter,Anne Archer,Bert Convy,Kevin McCarthy,Harry Bellaver,Martin Davidson,,,,,Stephen J. Friedman,Roger M. Rothstein,,,,Kings Road Entertainment,Metro-Goldwyn-Mayer,,,
2089628,Batman: Ashes to Ashes,18,6.2,117,,5/30/2009 0:00,2009,5,30,10000,,,,,Arnaud Bichon,Marielle Guerber,Florian Haas,Julien Honoré,Matthieu Lemeunier,Samuel Bodin,Julien Mokrani,,,,Olivier Bach,Samuel Bodin,Fabien Dubois,Eric Fantone,Julien Mokrani,Bach Films,Gargoyle Films,Mu Films,Six Pieds Sur Terre Production,Sleepless Production
72448,Zorro,124,6.6,2785,G,3/6/1975 0:00,1975,3,6,,,1221944,,,Alain Delon,Ottavia Piccolo,Enzo Cerusico,Moustache,Giacomo Rossi Stuart,Duccio Tessari,,,,,Luciano Martino,,,,,Mondial Televisione Film,Les Productions Artistes Associés,,,
40852,Superman,244,7.1,865,Approved,7/15/1948 0:00,1948,7,15,350000,,,,,Kirk Alyn,Noel Neill,Tommy Bond,Carol Forman,George Meeker,Spencer Gordon Bennet,Thomas Carr,,,,Sam Katzman,,,,,Sam Katzman Productions,,,,
2484224,The Answer,83,4.1,594,,4/11/2015 0:00,2015,4,11,,,,,,Austin Hébert,Alexis Carra,David S. Lee,Adam Shapiro,Mark Deklin,Iqbal Ahmed,,,,,Iqbal Ahmed,Valentina Bove,Scott Brooks,Yoon Kim,Jesse McClung,Schoolfield Media,,,,
405821,Casshern,142,6.1,12842,Not Rated,4/24/2004 0:00,2004,4,24,600000000,,,,,Yûsuke Iseya,Kumiko Asô,Akira Terao,Kanako Higuchi,Fumiyo Kohinata,Kazuaki Kiriya,,,,,Hideji Miyajima,Chiaki Noji,Toshiharu Ozawa,Makoto Tanaka,Toshiaki Wakabayashi,Tatsunoko Production,Shochiku,Progressive Pictures,,
