ID,Title,Runtime,Rating,Votes,MPAA,ReleaseDate,Year,Month,Day,Budget,Opening Weekend,Cumulative Gross,IsDc,IsMarvel,Cast1,Cast2,Cast3,Cast4,Cast5,Director1,Director2,Director3,Director4,Director5,Producer1,Producer2,Producer3,Producer4,Producer5,Company1,Company2,Company3,Company4,Company5
7286456,Joker,121,9.4,16172,R,8/31/2019 0:00,2019,8,31,55000000,,,1,,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Jolie Chan,Marc Maron,Todd Phillips,,,,,Richard Baratta,Bruce Berman,Jason Cloth,Bradley Cooper,Joseph Garner,BRON Studios,Creative Wealth Media Finance,DC Comics,DC Entertainment,Joint Effort
6320628,Spider-Man: Far from Home,129,7.7,193320,PG-13,6/26/2019 0:00,2019,6,26,160000000,92579212,1096950062,,1,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,Jon Favreau,Jon Watts,,,,,Victoria Alonso,Avi Arad,Chris Buongiorno,Eric Hauserman Carroll,Louis D'Esposito,Columbia Pictures,Pascal Pictures,Marvel Studios,,
4154796,Avengers: Endgame,181,8.6,564826,PG-13,4/22/2019 0:00,2019,4,22,356000000,357115007,2796274401,,1,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Anthony Russo,Joe Russo,,,,Victoria Alonso,Mitchell Bell,Ari Costa,Louis D'Esposito,Jon Favreau,Marvel Studios,,,,
6565702,Dark Phoenix,113,5.8,92997,PG-13,6/5/2019 0:00,2019,6,5,200000000,32828348,252442974,,1,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Sophie Turner,Simon Kinberg,,,,,Daniel Auclair,Todd Hallowell,Justin Haut,Simon Kinberg,Stan Lee,Twentieth Century Fox,Bad Hat Harry Productions,Donners' Company,Kinberg Genre,Marvel Entertainment
1477834,Aquaman,143,7,299051,PG-13,11/26/2018 0:00,2018,11,26,160000000,72573522,1147961807,1,,Jason Momoa,Amber Heard,Willem Dafoe,Patrick Wilson,Nicole Kidman,James Wan,,,,,Khadija Alami,Jon Berg,Rob Cowan,Walter Hamada,Geoff Johns,DC Comics,DC Entertainment,Panoramic Pictures,Rodeo FX,The Safran Company
468569,The Dark Knight,152,9,2102542,TV-14::(LV),7/14/2008 0:00,2008,7,14,185000000,158411483,1004558444,1,,Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine,Maggie Gyllenhaal,Christopher Nolan,,,,,Kevin De La Noy,Jordan Goldberg,Philip Lee,Benjamin Melniker,Christopher Nolan,Warner Bros.,Legendary Entertainment,Syncopy,DC Comics,
4633694,Spider-Man: Into the Spider-Verse,117,8.4,261046,PG,12/6/2018 0:00,2018,12,6,90000000,35363376,375540831,,1,Shameik Moore,Jake Johnson,Hailee Steinfeld,Mahershala Ali,Brian Tyree Henry,Bob Persichetti,Peter Ramsey,Rodney Rothman,,,Will Allegra,Avi Arad,Brian Michael Bendis,Theresa Bentz,Christian Hejnal,Sony Pictures Entertainment,Columbia Pictures,Marvel Entertainment,Avi Arad Productions,Lord Miller
1386697,Suicide Squad,123,6,546279,TV-14,8/1/2016 0:00,2016,8,1,175000000,133682248,746846894,1,,Will Smith,Jaime FitzSimons,Ike Barinholtz,Margot Robbie,Christopher Dyson,David Ayer,,,,,Bruce Franklin,Andy Horwitz,Geoff Johns,Steven Mnuchin,Alex Ott,Atlas Entertainment,DC Comics,DC Entertainment,Dune Entertainment,Warner Bros.
7752126,Brightburn,90,6.2,45882,R,5/9/2019 0:00,2019,5,9,7000000,7845658,26721148,,,Elizabeth Banks,David Denman,Jackson A. Dunn,Abraham Clinkscales,Christian Finlayson,David Yarovesky,,,,,Dan Clifton,Nic Crawley,David Gendron,Tessie Groff,Brian Gunn,Sony Pictures Worldwide Acquisitions,The H Collective,Troll Court Entertainment,,
448115,Shazam!,132,7.1,181011,PG-13,3/25/2019 0:00,2019,3,25,100000000,53505326,364293925,1,,Zachary Levi,Mark Strong,Asher Angel,Jack Dylan Grazer,Adam Brody,David F. Sandberg,,,,,Richard Brener,Jeffrey Chernov,Dany Garcia,Hiram Garcia,Christopher Godsick,Warner Bros.,DC Entertainment,DC Comics,New Line Cinema,Seven Bucks Productions
6823368,Glass,129,6.7,158183,PG-13,1/7/2019 0:00,2019,1,7,20000000,40328920,246908596,,,James McAvoy,Bruce Willis,Samuel L. Jackson,Anya Taylor-Joy,Sarah Paulson,M. Night Shyamalan,,,,,Gary Barber,Marc Bienstock,Roger Birnbaum,Jason Blum,Dom Catanzarite,Universal Pictures,Blinding Edge Pictures,Blumhouse Productions,Buena Vista International,Perfect World Pictures
4154756,Avengers: Infinity War,149,8.5,710195,PG-13,4/23/2018 0:00,2018,4,23,321000000,257698183,2048709917,,1,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Anthony Russo,Joe Russo,,,,Victoria Alonso,Mitchell Bell,Ari Costa,Louis D'Esposito,Jon Favreau,Marvel Studios,Jason Roberts Productions,South Pictures,,
5113040,The Secret Life of Pets 2,86,6.5,25067,PG,5/24/2019 0:00,2019,5,24,80000000,46652680,428057265,,,Patton Oswalt,Kevin Hart,Harrison Ford,Eric Stonestreet,Jenny Slate,Chris Renaud,Jonathan del Val,,,,Christelle Balcon,Janet Healy,Brett Hoffman,Christopher Meledandri,Robert Taylor,Universal Pictures,Illumination Entertainment,Dentsu,Fuji Television Network,Universal Animation Studios
4154664,Captain Marvel,123,7,361286,PG-13,2/27/2019 0:00,2019,2,27,175000000,153433423,1128274794,,1,Brie Larson,Samuel L. Jackson,Ben Mendelsohn,Jude Law,Annette Bening,Anna Boden,Ryan Fleck,,,,Victoria Alonso,Louis D'Esposito,Kevin Feige,David J. Grant,Stan Lee,Walt Disney Pictures,Marvel Studios,Animal Logic,,
2250912,Spider-Man: Homecoming,133,7.4,453254,PG-13,6/28/2017 0:00,2017,6,28,175000000,117027503,880166924,,1,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Jon Favreau,Jon Watts,,,,,Victoria Alonso,Avi Arad,Mitchell Bell,Eric Hauserman Carroll,Louis D'Esposito,Columbia Pictures,LStar Capital,Marvel Studios,Pascal Pictures,Government of Australia
2274648,Hellboy,120,5.2,52325,R,4/9/2019 0:00,2019,4,9,50000000,12045147,,,,Mark Stanley,Brian Gleeson,Nadya Keranova,Maria Tepavicharova,Ana Tabakova,Neil Marshall,,,,,Martin Bernfeld,Christa Campbell,Lawrence Gordon,Jeffrey Greenstein,Lati Grobman,Summit Entertainment,Millennium Films,Boyana Film Studios,Campbell Grobman Films,Dark Horse Entertainment
5463162,Deadpool 2,119,7.7,416089,R,5/1/2018 0:00,2018,5,1,110000000,2683200,785046920,,1,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,Zazie Beetz,David Leitch,,,,,Simon Kinberg,Stan Lee,Jonathon Komack Martin,Kelly McCormick,Rhett Reese,Twentieth Century Fox,Marvel Entertainment,Kinberg Genre,Maximum Effort,TSG Entertainment
974015,Justice League,120,6.4,340453,PG-13,10/26/2017 0:00,2017,10,26,300000000,93842239,614729668,1,,Ben Affleck,Henry Cavill,Amy Adams,Gal Gadot,Ezra Miller,Zack Snyder,,,,,Ben Affleck,Madison Ainley,Jon Berg,Wesley Coller,Marianne Jenkins,Warner Bros.,RatPac Entertainment,DC Entertainment,Atlas Entertainment,Cruel & Unusual Films
3501632,Thor: Ragnarok,130,7.9,510110,PG-13,10/10/2017 0:00,2017,10,10,180000000,122744989,853977126,,1,Chris Hemsworth,Tom Hiddleston,Cate Blanchett,Idris Elba,Jeff Goldblum,Taika Waititi,,,,,Victoria Alonso,Brian Chapek,Louis D'Esposito,Kevin Feige,David J. Grant,Walt Disney Pictures,Marvel Studios,Government of Australia,,
4972582,Split,117,7.3,374102,PG-13,9/26/2016 0:00,2016,9,26,9000000,,278454358,,,James McAvoy,Anya Taylor-Joy,Betty Buckley,Haley Lu Richardson,Jessica Sula,M. Night Shyamalan,,,,,Marc Bienstock,Jason Blum,Dom Catanzarite,Kevin Scott Frakes,Buddy Patrick,Universal Pictures,Blinding Edge Pictures,Blumhouse Productions,Dentsu,Fuji Television Network
409459,Watchmen,162,7.6,460830,R::(Ultimate edition),2/23/2009 0:00,2009,2,23,130000000,55214334,185258983,1,,Malin Akerman,Billy Crudup,Matthew Goode,Jackie Earle Haley,Jeffrey Dean Morgan,Zack Snyder,,,,,Wesley Coller,Herbert W. Gains,Lawrence Gordon,Lloyd Levin,Lorne Orleans,Warner Bros.,Paramount Pictures,Legendary Entertainment,Lawrence Gordon Productions,DC Comics
1825683,Black Panther,134,7.3,542201,PG-13,1/29/2018 0:00,2018,1,29,200000000,202003951,1347071259,,1,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,Martin Freeman,Ryan Coogler,,,,,Victoria Alonso,Jeffrey Chernov,Louis D'Esposito,Kevin Feige,David J. Grant,Marvel Studios,Walt Disney Pictures,,,
3717490,Power Rangers,124,5.9,95017,PG-13,3/22/2017 0:00,2017,3,22,100000000,40300288,142337240,,,Dacre Montgomery,Naomi Scott,RJ Cyler,Ludi Lin,Becky G,Dean Israelite,,,,,Joel Andryc,Marty Bowen,Brian Casentini,John Gatins,Wyck Godfrey,Lionsgate,Saban Brands,Saban Films,TIK Films,Temple Hill Entertainment
1345836,The Dark Knight Rises,164,8.4,1408621,TV-14::(LV),7/16/2012 0:00,2012,7,16,250000000,,1084939099,1,,Christian Bale,Gary Oldman,Tom Hardy,Joseph Gordon-Levitt,Anne Hathaway,Christopher Nolan,,,,,Kevin De La Noy,Jordan Goldberg,Benjamin Melniker,Christopher Nolan,Charles Roven,Warner Bros.,Legendary Entertainment,DC Entertainment,Syncopy,DC Comics
1270797,Venom,112,6.7,304419,PG-13,10/1/2018 0:00,2018,10,1,100000000,,855013954,,1,Tom Hardy,Michelle Williams,Riz Ahmed,Scott Haze,Reid Scott,Ruben Fleischer,,,,,Avi Arad,Howard Chen,Edward Cheng,Tom Hardy,David B. Householter,Avi Arad Productions,Columbia Pictures,Marvel Entertainment,Matt Tolmach Productions,Pascal Pictures
2015381,Guardians of the Galaxy,121,8,972154,TV-14::(LV),7/21/2014 0:00,2014,7,21,170000000,94320883,774176600,,1,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper,James Gunn,,,,,Victoria Alonso,Jamie Christopher,Louis D'Esposito,Kevin Feige,Alan Fine,Marvel Studios,Moving Pictures Company,Marvel Enterprises,,
3385516,X-Men: Apocalypse,144,6.9,366437,PG-13,5/9/2016 0:00,2016,5,9,178000000,65000000,543934787,,1,James McAvoy,Michael Fassbender,Jennifer Lawrence,Nicholas Hoult,Oscar Isaac,Bryan Singer,,,,,Blondel Aidoo,Todd Hallowell,Simon Kinberg,Stan Lee,Kathleen McGill,Twentieth Century Fox,Marvel Entertainment,TSG Entertainment,Bad Hat Harry Productions,Kinberg Genre
3315342,Logan,137,8.1,578016,R,2/17/2017 0:00,2017,2,17,97000000,88411916,619021436,,1,Hugh Jackman,Patrick Stewart,Dafne Keen,Boyd Holbrook,Stephen Merchant,James Mangold,,,,,Joseph M. Caracciolo Jr.,Simon Kinberg,Stan Lee,James Mangold,Josh McLaglen,Twentieth Century Fox,Marvel Entertainment,TSG Entertainment,Kinberg Genre,Hutch Parker Entertainment
1431045,Deadpool,108,8,838705,R,1/21/2016 0:00,2016,1,21,58000000,132434639,783112979,,1,Ryan Reynolds,Karan Soni,Ed Skrein,Michael Benyaer,Stefan Kapicic,Tim Miller,,,,,John J. Kelly,Simon Kinberg,Stan Lee,Jonathon Komack Martin,Rhett Reese,Twentieth Century Fox,Marvel Entertainment,Kinberg Genre,Donners' Company,TSG Entertainment
371746,Iron Man,126,7.9,881325,TV-14::(LSV),4/14/2008 0:00,2008,4,14,140000000,98618668,585174222,,1,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb,Jon Favreau,,,,,Victoria Alonso,Ari Arad,Avi Arad,Peter Billingsley,Louis D'Esposito,Paramount Pictures,Marvel Enterprises,Marvel Studios,Fairview Entertainment,Dark Blades Films
372784,Batman Begins,140,8.2,1213563,TV-14::(V),5/31/2005 0:00,2005,5,31,150000000,48745440,374218673,1,,Christian Bale,Michael Caine,Liam Neeson,Katie Holmes,Gary Oldman,Christopher Nolan,,,,,Larry Franco,Benjamin Melniker,Lorne Orleans,Charles Roven,Emma Thomas,Warner Bros.,Syncopy,DC Comics,Legendary Entertainment,Patalex III Productions Limited
145487,Spider-Man,121,7.3,649897,TV-PG,4/30/2002 0:00,2002,4,30,139000000,114844116,399200000,,1,Tobey Maguire,Willem Dafoe,Kirsten Dunst,James Franco,Cliff Robertson,Sam Raimi,,,,,Avi Arad,Ian Bryce,Grant Curtis,Heidi Fugeman,Stan Lee,Columbia Pictures,Marvel Enterprises,Laura Ziskin Productions,,
848228,The Avengers,143,8,1200653,TV-14::(LV),4/11/2012 0:00,2012,4,11,220000000,207438708,1519557910,,1,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Scarlett Johansson,Joss Whedon,,,,,Victoria Alonso,Louis D'Esposito,Jon Favreau,Kevin Feige,Alan Fine,Marvel Studios,Paramount Pictures,,,
451279,Wonder Woman,141,7.4,501217,PG-13,5/15/2017 0:00,2017,5,15,149000000,103251471,821763408,1,,Gal Gadot,Chris Pine,Connie Nielsen,Robin Wright,Danny Huston,Patty Jenkins,,,,,Jon Berg,Wesley Coller,Tommy Gormley,Geoff Johns,Stephen Jones,Warner Bros.,Atlas Entertainment,Cruel & Unusual Films,DC Entertainment,Dune Entertainment
2395427,Avengers: Age of Ultron,141,7.3,682974,PG-13,4/13/2015 0:00,2015,4,13,250000000,191271109,1405413868,,1,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,Chris Evans,Scarlett Johansson,Joss Whedon,,,,,Victoria Alonso,Mitchell Bell,Jamie Christopher,Louis D'Esposito,Jon Favreau,Marvel Studios,Walt Disney Pictures,,,
1210819,The Lone Ranger,150,6.4,211007,PG-13,6/22/2013 0:00,2013,6,22,215000000,29210849,260502115,,,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson,Ruth Wilson,Gore Verbinski,,,,,Jerry Bruckheimer,Johnny Depp,Morgan Des Groseillers,Eric Ellenbogen,Ted Elliott,Walt Disney Pictures,Jerry Bruckheimer Films,Blind Wink Productions,Infinitum Nihil,Classic Media
3896198,Guardians of the Galaxy Vol. 2,136,7.6,504328,PG-13,4/10/2017 0:00,2017,4,10,200000000,146510104,863756051,,1,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Bradley Cooper,James Gunn,,,,,Victoria Alonso,Louis D'Esposito,Kevin Feige,David J. Grant,Simon Hatt,Marvel Studios,Walt Disney Pictures,,,
96895,Batman,126,7.5,317377,TV-PG::(LV),6/19/1989 0:00,1989,6,19,35000000,40489746,411348924,,,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,Pat Hingle,Tim Burton,,,,,Peter Guber,Barbara Kalish,Chris Kenny,Benjamin Melniker,Jon Peters,Warner Bros.,The Guber-Peters Company,PolyGram Filmed Entertainment,,
378194,Kill Bill: Vol. 2,137,8,630653,R,4/8/2004 0:00,2004,4,8,30000000,25104949,152159461,,,Vivica A. Fox,Ambrosia Kelley,Michael Parks,James Parks,Jonathan Loughran,Quentin Tarantino,,,,,Lawrence Bender,Yingchun Fang,Koko Maeda,Dede Nickerson,Kwame Parker,Miramax,A Band Apart,Super Cool ManChu,,
3498820,Captain America: Civil War,147,7.8,602061,PG-13,4/12/2016 0:00,2016,4,12,250000000,179139142,1153304495,,1,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Sebastian Stan,Anthony Mackie,Anthony Russo,Joe Russo,,,,Victoria Alonso,Mitchell Bell,Ari Costa,Louis D'Esposito,Kevin Feige,Marvel Studios,Vita-Ray Dutch Productions (III),Studio Babelsberg,Deluxe Digital Studios,Marvel Entertainment
217869,Unbreakable,106,7.3,360761,PG-13,11/14/2000 0:00,2000,11,14,75000000,30330771,154500000,,,Bruce Willis,Samuel L. Jackson,Robin Wright,Spencer Treat Clark,Charlayne Woodard,M. Night Shyamalan,,,,,Gary Barber,Roger Birnbaum,Barry Mendel,Sam Mercer,M. Night Shyamalan,Touchstone Pictures,Blinding Edge Pictures,Barry Mendel Productions,Limited Edition Productions Inc.,
458339,Captain America: The First Avenger,124,6.9,683517,PG-13,7/19/2011 0:00,2011,7,19,140000000,65058524,370569774,,1,Chris Evans,Hayley Atwell,Sebastian Stan,Tommy Lee Jones,Hugo Weaving,Joe Johnston,,,,,Victoria Alonso,Mitchell Bell,Stephen Broussard,Louis D'Esposito,Kevin Feige,Paramount Pictures,Marvel Entertainment,Marvel Studios,,
1877832,X-Men: Days of Future Past,132,8,629767,PG-13,5/10/2014 0:00,2014,5,10,200000000,90823660,748121534,,1,Hugh Jackman,James McAvoy,Michael Fassbender,Jennifer Lawrence,Halle Berry,Bryan Singer,,,,,Tom Cohen,Todd Hallowell,Derek Hoffman,Simon Kinberg,Stan Lee,Twentieth Century Fox,Marvel Entertainment,TSG Entertainment,Bad Hat Harry Productions,Donners' Company
120903,X-Men,104,7.4,543753,PG-13,7/12/2000 0:00,2000,7,12,75000000,54471475,296339527,,1,Hugh Jackman,Patrick Stewart,Ian McKellen,Famke Janssen,James Marsden,Bryan Singer,,,,,Avi Arad,Tom DeSanto,Richard Donner,Matthew Edelman,Kevin Feige,Twentieth Century Fox,Marvel Enterprises,Donners' Company,Bad Hat Harry Productions,Springwood Productions
770828,Man of Steel,143,7.1,655504,PG-13,6/10/2013 0:00,2013,6,10,225000000,116619362,668045518,1,,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane,Russell Crowe,Zack Snyder,,,,,Wesley Coller,Curt Kanemoto,Christopher Nolan,Jon Peters,Lloyd Phillips,Warner Bros.,Legendary Entertainment,Syncopy,DC Comics,DC Entertainment
2562232,Birdman or (The Unexpected Virtue of Ignorance),119,7.7,529540,TV-14::(LSV),8/27/2014 0:00,2014,8,27,18000000,2471471,103215094,,,Michael Keaton,Emma Stone,Kenny Chin,Jamahl Garrison-Lowe,Zach Galifianakis,Alejandro G. Iñárritu,,,,,Armando Bo,Molly Conners,Alexander Dinelaris,Nicolás Giacobone,Drew Houpt,New Regency Pictures,M Productions,"Grisbi Productions, Le",TSG Entertainment,Worldview Entertainment
1211837,Doctor Strange,115,7.5,534315,PG-13,10/13/2016 0:00,2016,10,13,165000000,85058311,677718395,,1,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Mads Mikkelsen,Scott Derrickson,,,,,Victoria Alonso,Stephen Broussard,Louis D'Esposito,Kevin Feige,David J. Grant,Marvel Studios,Walt Disney Pictures,,,
2975590,Batman v Superman: Dawn of Justice,151,6.5,585742,PG-13,3/12/2016 0:00,2016,3,12,250000000,166007347,873634919,1,,Ben Affleck,Henry Cavill,Amy Adams,Jesse Eisenberg,Diane Lane,Zack Snyder,,,,,Trevor Christie,Wesley Coller,David S. Goyer,Geoff Johns,Wayne Johnson,Warner Bros.,Atlas Entertainment,Cruel & Unusual Films,DC Comics,DC Entertainment
3606756,Incredibles 2,118,7.7,215615,PG,6/5/2018 0:00,2018,6,5,200000000,182687905,1242770554,,,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,Catherine Keener,Brad Bird,,,,,John Lasseter,Nicole Paradis Grindle,John Walker,,,Walt Disney Pictures,Pixar Animation Studios,,,
8237172,Gundala,123,7.6,1824,,8/29/2019 0:00,2019,8,29,,,,,,Abimana Aryasatya,Tara Basro,Bront Palarae,Ario Bayu,Lukman Sardi,Joko Anwar,,,,,Wim Berlinawan,Andi Boediman,Bismarka Kurniawan,Wicky V. Olindo,Daiwanne Ralie,Bumilangit Studios,Ideosource Entertainment,Legacy Pictures,Screenplay Films,
1270798,X-Men: First Class,131,7.7,617758,PG-13,5/25/2011 0:00,2011,5,25,160000000,55101604,353624124,,1,James McAvoy,Laurence Belcher,Michael Fassbender,Bill Milner,Kevin Bacon,Matthew Vaughn,,,,,Tom Cohen,Gregory Goodman,Simon Kinberg,Stan Lee,Josh McLaglen,Twentieth Century Fox,Marvel Entertainment,Dune Entertainment,Bad Hat Harry Productions,Donners' Company
5095030,Ant-Man and the Wasp,118,7.1,261320,PG-13,6/25/2018 0:00,2018,6,25,162000000,75812205,622674139,,1,Paul Rudd,Evangeline Lilly,Michael Peña,Walton Goggins,Bobby Cannavale,Peyton Reed,,,,,Victoria Alonso,Mitchell Bell,Stephen Broussard,Louis D'Esposito,Kevin Feige,Marvel Studios,,,,
234215,The Matrix Reloaded,138,7.2,485727,R,5/7/2003 0:00,2003,5,7,150000000,91774413,742128461,,,Ray Anthony,Christine Anu,Andy Arness,Alima Ashton-Sheibu,Helmut Bakaitis,Lana Wachowski,Lilly Wachowski,,,,Bruce Berman,David Forbes,Grant Hill,Andrew Mason,Phil Oosterhouse,Warner Bros.,Village Roadshow Pictures,Silver Pictures,NPV Entertainment,Heineken Branded Entertainment
93870,RoboCop,102,7.5,217450,R,7/17/1987 0:00,1987,7,17,13000000,8008721,,,,Peter Weller,Nancy Allen,Dan O'Herlihy,Ronny Cox,Kurtwood Smith,Paul Verhoeven,,,,,Jon Davison,Stephen Lim,Edward Neumeier,Arne Schmidt,Phil Tippett,Orion Pictures,,,,
800369,Thor,115,7,697283,PG-13,4/17/2011 0:00,2011,4,17,150000000,65723338,449326618,,1,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan Skarsgård,Kenneth Branagh,,,,,Victoria Alonso,Louis D'Esposito,Kevin Feige,Alan Fine,David J. Grant,Paramount Pictures,Marvel Entertainment,Marvel Studios,,
1219827,Ghost in the Shell,107,6.3,181207,PG-13,3/16/2017 0:00,2017,3,16,110000000,18676033,169801921,,,Scarlett Johansson,Pilou Asbæk,Takeshi Kitano,Juliette Binoche,Michael Pitt,Rupert Sanders,,,,,Ray Angelic,Ari Arad,Avi Arad,Holly Bario,Michael Costigan,Paramount Pictures,DreamWorks,Reliance Entertainment,Shanghai Film Group,Huahua Media
413300,Spider-Man 3,139,6.2,468924,TV-PG,4/3/2007 0:00,2007,4,3,258000000,151116516,890871626,,1,Tobey Maguire,Kirsten Dunst,James Franco,Thomas Haden Church,Topher Grace,Sam Raimi,,,,,Avi Arad,Joseph M. Caracciolo,Grant Curtis,Kevin Feige,Stan Lee,Columbia Pictures,Marvel Studios,Laura Ziskin Productions,,
1843866,Captain America: The Winter Soldier,136,7.8,681837,PG-13,3/13/2014 0:00,2014,3,13,170000000,95023721,714766572,,1,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Robert Redford,Sebastian Stan,Anthony Russo,Joe Russo,,,,Victoria Alonso,Mitchell Bell,Louis D'Esposito,Kevin Feige,Alan Fine,Marvel Entertainment,Marvel Studios,Walt Disney Pictures,,
458525,X-Men Origins: Wolverine,107,6.6,443849,TV-14::(V),4/8/2009 0:00,2009,4,8,150000000,85058003,373062864,,1,Hugh Jackman,Liev Schreiber,Danny Huston,Will.i.am,Lynn Collins,Gavin Hood,,,,,Richard Donner,Louis G. Friedman,Hugh Jackman,Stan Lee,Peter MacDonald,Twentieth Century Fox,Marvel Enterprises,Dune Entertainment,Donners' Company,Seed Productions
434409,V for Vendetta,132,8.2,964475,R,12/11/2005 0:00,2005,12,11,54000000,25642640,132511035,,,Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt,James McTeigue,,,,,Jessica Alan,Grant Hill,Roberto Malerba,Henning Molfenter,Lorne Orleans,Warner Bros.,Virtual Studios,Silver Pictures,Anarchos Productions,Warner Bros.
119282,Hercules,93,7.3,186897,TV-PG,6/13/1997 0:00,1997,6,13,85000000,21454451,252712101,,,Tate Donovan,Josh Keaton,Roger Bart,Danny DeVito,James Woods,Ron Clements,John Musker,,,,Ron Clements,Alice Dewey Goldstone,Kendra Haaland,John Musker,,Walt Disney Pictures,Walt Disney Feature Animation,,,
1250777,Kick-Ass,117,7.6,502594,R,3/12/2010 0:00,2010,3,12,30000000,,96188903,,,Aaron Taylor-Johnson,Garrett M. Brown,Evan Peters,Deborah Twiss,Lyndsy Fonseca,Matthew Vaughn,,,,,Adam Bohling,Jane Goldman,Jeremy Kleiner,Pierre Lagrange,Lyn Lucibello,Marv Films,Plan B Entertainment,,,
110475,The Mask,101,6.9,319412,PG-13,7/28/1994 0:00,1994,7,28,18000000,23117068,351583407,,,Jim Carrey,Peter Riegert,Peter Greene,Amy Yasbeck,Richard Jeni,Chuck Russell,,,,,Ann Burgund,Michael De Luca,Robert Engelman,Carla Fry,Mike Richardson,Dark Horse Entertainment,New Line Cinema,,,
1300854,Iron Man 3,130,7.2,706627,PG-13,4/12/2013 0:00,2013,4,12,200000000,174144585,1215439994,,1,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Rebecca Hall,Shane Black,,,,,Victoria Alonso,Mitchell Bell,Stephen Broussard,Louis D'Esposito,Jon Favreau,Marvel Studios,Paramount Pictures,DMG Entertainment,Illusion Entertainment,Taurus Studios
948470,The Amazing Spider-Man,136,6.9,532823,TV-PG,6/13/2012 0:00,2012,6,13,230000000,62004688,757930663,,1,Andrew Garfield,Emma Stone,Rhys Ifans,Denis Leary,Martin Sheen,Marc Webb,,,,,Avi Arad,Tom Cohen,Matt Daly,Kevin Feige,Michael Grillo,Columbia Pictures,Marvel Entertainment,Laura Ziskin Productions,,
1228705,Iron Man 2,124,7,671962,PG-13,4/26/2010 0:00,2010,4,26,200000000,128122480,623933331,,1,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Scarlett Johansson,Sam Rockwell,Jon Favreau,,,,,Victoria Alonso,Louis D'Esposito,Susan Downey,Jon Favreau,Kevin Feige,Paramount Pictures,Marvel Entertainment,Marvel Studios,Fairview Entertainment,
112462,Batman Forever,121,5.4,223168,TV-14::(V),6/9/1995 0:00,1995,6,9,100000000,52784433,152500000,,,Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell,Joel Schumacher,,,,,Tim Burton,Mitchell E. Dauterive,Peter Macgregor-Scott,Benjamin Melniker,Kevin J. Messick,Warner Bros.,PolyGram Filmed Entertainment,,,
118688,Batman & Robin,125,3.7,221158,"TV-PG::(LV, TV Rating.)",6/12/1997 0:00,1997,6,12,125000000,42872606,238207122,,,Arnold Schwarzenegger,George Clooney,Chris O'Donnell,Uma Thurman,Alicia Silverstone,Joel Schumacher,,,,,Mitchell E. Dauterive,William M. Elvin,Peter Macgregor-Scott,Benjamin Melniker,Michael E. Uslan,Warner Bros.,PolyGram Filmed Entertainment,,,
493464,Wanted,110,6.7,344348,R,6/12/2008 0:00,2008,6,12,75000000,217432,341433252,,,James McAvoy,Morgan Freeman,Angelina Jolie,Terence Stamp,Thomas Kretschmann,Timur Bekmambetov,,,,,Gary Barber,Roger Birnbaum,Blair Breard,Chris Carlisle,Sally French,Universal Pictures,Spyglass Entertainment,Relativity Media,Marc Platt Productions,Kickstart Productions
317705,The Incredibles,115,8,614103,TV-PG::(V),10/27/2004 0:00,2004,10,27,92000000,70467623,631442092,,,Craig T. Nelson,Holly Hunter,Samuel L. Jackson,Jason Lee,Dominique Louis,Brad Bird,,,,,John Lasseter,Kori Rae,Katherine Sarafian,John Walker,,Pixar Animation Studios,Walt Disney Pictures,,,
